Cumle;Sinif
"Doktorlar, prensesler, uşaklar hastanın çevresini öyle bir sarmışlardı ki Piyer artık o aslan yelesini andıran ak saçları ve kırmızıya çalan sarı yüzü göremiyordu; oysa bütün tören boyunca başka yüzlere de baktığı halde gözü bir an olsun ondan ayrılmamıştı.";2
Bir o söz geçiremediği koluna, bir Piyer’deki korku ifadesine baktı, gözlerini tekrar koluna çevirdi, dudaklarında yüzündeki çizgilere hiç uymayan hafif bir gülümseyiş belirdi.;2
Bunu söylerken ta yakınına gelip, prensesin o terbiyeli ifadesini tamamen yitirmiş yüzüne ve Prens Vasiliy’in ikide bir çekilen yanaklarına hayretle bakan Piyer’e dönmüştü.;2
Gerçi yeni çar tahta çıkınca, başkente gitmesine izin verilmişti, ama o yine de bir yere çıkmamacasına köyde oturmaya devam ediyor, Biri bana ihtiyaç duyarsa, elbet Moskova’dan Lısiye Gori’ye kadar yüz elli verstlik bir yol yapmaktan çekinmem.;1
Kızından uşaklara kadar çevresindeki bütün insanlara her zaman sert davranan ve onlardan her zaman üstün çaba göstermelerini bekleyen prens, acıma duygusundan yoksun bir adam değildi, ama bu sertliği yüzünden karşısında bulunanların içinde en katı yüreklidir.;6
Hiçbir şey anlamadığı ve çok korktuğu öyle belliydi ki bu korku yüzünden babasının daha sonra söyleyeceği sözler ne kadar açık olursa olsun, onları gene anlayamayacaktı.;6
O kadar güzel gözleri vardı ki çok defa bütün yüzünün çirkinliğine rağmen, bakışları güzellikten daha çekici bir etki yapardı.;2
İki kadın önce birbirlerini bıraktılar, sonra tekrar sanki geç kalmaktan korkuyorlarmış gibi el ele tutuştular, birbirlerinin ellerini sonra da yüzlerini öpmeye başladılar, en sonunda Prens Andrey’i çok şaşırtan bir hareketle ikisi de ağlamaya başladılar.;2
Prenses Mariya ağabeyine döndü, o zaman gözyaşlarının arasından o ışıklı, iri, yumuşak bakışlı sıcak ve sevgi dolu gözleri, bir an için Prens Andrey’in yüzünde durdu.;2
Prens Andrey (yüzünde salonlarda takındığı tiksinti ifadesiyle ve somurtkan bir tavırla değil de, Piyer’le konuştuğu zaman yüzünde beliren candan bir ilgi ifadesiyle) babasının yanına geldiğinde, ihtiyar, tuvalet odasında maroken kaplı geniş bir koltuktu.;2
Yalnız hareketli ve saygılı bir ifade taşıyan gözleriyle babasının yüzündeki her çizginin hareketine dikkatle bakıyordu:  — İşte böyle babacığım!;2
Prusya’yı tarafsızlıktan ayırıp savaşa katılmaya zorlamak için doksan bin kişilik bir ordunun onu nasıl tehdit edeceğini, bu ordunun bir kısmının Stralbsund’da yüz binlerce askerle nasıl birleşeceğini, iki yüz bin Avusturyalı yüz bin Rus’la bir araya geldi.;1
"Çünkü sofada ayak sesleri duyunca kollarını çarçabucak aşağıya indirdi, masanın önünde durdu, sanki küçük bavulun kılıfını bağlıyormuş gibi bir tavır takındı; yüzünde de her zamanki gibi, sakin ve içindeki duyguları belli etmeyen donuk ifade belirmişti.";2
Ama aynı anda bu şakacı sözleri duyunca kız kardeşinin yüzünde üzüntülü bir ifade belirdiğini fark etti ve pişman oldu, çok memnun olurum, doğru söylüyorum, çok memnun oldum, yavrum!;2
Prens, iki eliyle, oval, ince işlenmiş gümüş zincirli, gümüş çerçeveli, yüz kısmı siyah, antika bir İsa tasvirini ağabeyinin önünde bir tören yapar gibi tutarak, heyecandan titreyen bir sesle konuştu:  — Sen istemesen de o seni koruyacak, seni bağışlayacak.;3
Kemikli küçük eliyle oğlunun elini yakaladı, onu sarsarak insanın içini okuyormuş gibi bakan hareketli gözlerini oğlunun yüzüne dikti, sonra gene o soğuk gülüşü duyuldu.;2
Yanında aşırı derecede şişman, iyi yürekliliği güler yüzünden belli olan, gözleri nemli, uzun boylu arkadaşı Kurmay Nesvitski yürüyordu.;2
Süvari subayı, o anda karnını içeriye çekmiş olan kırmızı burunlu subayın yüzüne baktı sonra onun yüzündeki ifadeyi de takındığı tavrı da öyle güzel taklit etti ki Nesvitski gülmekten kendini alamadı.;2
Arkasını döndü ve Dolohov her ne söylediyse ve daha ne söyleyebilirse bunların hepsini çok çok uzun bir süredir biliyormuş, aynı zamanda bütün bunlardan bıkmış usanmış, üstelik o anda bunları söylemek hiç gerekli bir şey değilmiş gibi yüzünü buruşturdu.;2
Türkü sesleri durup oynaya oynaya yüreyen eri ve dinç adımlarla neşeli neşeli yola devam eden bölük erlerini görünce onun da maiyetindekilerin de yüzünde bir memnuniyet belirmişti.;2
"Araba bölüğün sağ tarafından öne doğru ilerlerken ikinci sırada herkesin dikkatini çeken mavi gözlü er Dolohov göründü; öteki erlerden daha da dinç adımlarla, zarif bir şekilde şarkıya uyarak yürüyor, arabayla geçenlerin yüzüne, o anda bölükle beraber yürüdü.";2
Avusturyalı generalin yüzünde bir hoşnutsuzluk belirdi, ama o da Kutuzov’a aynı tonda karşılık vermekten başka bir şey yapamadı.;2
"Gerçi Avusturyalıların yenilgiye uğradıklarını gösteren kesin bir haber yoktu, ama hiç de iyimser olmayan söylentilerin doğruluğunu belirten pek çok işaret vardı; bu yüzden Kutuzov’un Avusturya ordularının zafer kazandığı yolunda ileri sürdüğü tahmin edildi.";6
"Yüzünde, davranışlarında, yürüyüşünde artık eskisi gibi yapmacıklık, bir yorgunluk, bir uyuşukluk yoktu; başkalarında bıraktığı etkiyi düşünmeye bile vakti olmayan, hem hoş hem de ilginç bir işle uğraşan bir insana benziyordu.";2
"Yüzünde kendisinden de çevresinde bulunanlardan da hoşnut olduğunu belli eden bir ifade vardı; gülümseyişi de bakışları da daha neşeli, daha çekiciydi.";2
Çalışma odasının kapısında duran Kutuzov’un yüzü birkaç saniye hareketsiz kaldı, sonra dalgalanır gibi kırıştı, alnı gerildi, büyük bir saygıyla başını eğdi, gözlerini kapadı, hiçbir şey söylemeden yana çekilip Mack’a yol gösterdi, arkasından içeri girdi.;2
Denisov gülümsüyormuş gibi yüzünü kırıştırarak, küçük sağlam dişlerini göstere göstere iki elinin kısa parmaklarıyla orman gibi gür, kabarık siyah bıyıklarını çekiştirmeye başladı.;2
Rostov, o yedi yüz rubleye satın aldığı at, bu fiyatın yarısı kadar bile etmediği halde:  — Eh, fena değil, sağlam bir hayvan.;1
"Telyanin’in korkulu, solgun yüzünün bütün kasları titremeye başlamıştı; gözleri gene oradan oraya gidip geliyordu ama bakışları bir türlü Rostov’un yüzüne yükselmiyordu.";2
"Bu ses üzerine erlerin de subayların da yüzünde neşeli bir ifade belirmişti; herkes yerinden kalkmış aşağıda Rus ordularıyla, yaklaşan düşman ordularının olduğu gibi görünen hareketlerini izlemeye koyulmuştu.";2
Bütün yüzlerde, hepsinin aklından o kadınla ilgili olmayacak düşüncelerin geçtiğini gösteren bir gülümseme vardı:  — Baksana, salamlar bile pılıyı pırtıyı toplamış gidiyorlar!;2
Sık sık olduğu gibi, bu sefer de köprünün çıkış yerinde bir bölük arabasının atları ürkmüş ilerlemek istemiyordu, bu yüzden bütün kalabalık beklemek zorunda kalıyordu.;6
"Nesvitski, dönüp baktı; canlı bir yığın halinde ilerleyen piyade erlerinin öbür tarafında, on beş adım kadar geride, yüzü kararmış, kızarmış, saçı sakalına karışmış, kasketini ensesine doğru kaydırmış, süvari ceketini de çapkınca omuzunun üzerine atmıştı.";2
Kömür gibi siyah gözlerini, kızarmış aklarının içinde döndürüyor, tıpkı yüzü gibi kıpkırmızı olan çıplak küçük elinde tuttuğu kınından çıkarılmamış kılıcını salladı.;2
Bu yüzden iki orduyu ayıran o görünmez, o aşılması imkansız, korkunç ve kesin çizgi daha belirli olarak seziliyordu.;6
Süvariler arkalarına bakmıyorlardı, ama uçan her merminin sesini duyar duymaz, o hem birbirine benzeyen hem de apayrı, çeşitli yüzleriyle bütün bölük sanki komut verilmişçesine, nefesini tutarak, üzengilerin üzerinde kalkacakmış gibi doğruluyor, mermi geçti.;2
Vaska Denisov’un siyah saçlarla çevrili kalkık burunlu yüzü, kınından çektiği kılıcın kabzasını kavrayan küçük, damarlı eli (Kısa parmaklarının üzeri tüylerle kaplıydı.;2
"Yalnız, yüzü her zamankinden daha çok kızarmıştı; kıvırcık başını içtikleri suyu yutan kuşlar gibi arkaya doğru uzatmış, küçük ayaklarıyla, mahmuzlarını merhametsizce sadık bedevisinin böğrüne bastırmıştı.";2
Komutan insanı usandıran bir sinekten kurtulmak istiyormuş gibi yüzünü buruşturarak canı sıkılmış bir tavırla:  — Ne hücumu canım?;2
Rostov’un birkaç adım ilerisinde atını adi adım sürüyor, Telyanin yüzünden çatıştıklarından beri onunla ilk kez karşılaştıkları halde, Rostov'a hiç aldırmaksızın gidiyordu.;6
"Rostov, gözlerini düşmanından, alay komutanından ayırmıyor, onun yüzünde tahminlerini doğru çıkaran bir ifade bulmak istiyordu; ama albay bir defa olsun Rostov’a bakmadı.";2
Bu yüzden boşa gitti, ama son atış bir grup süvarinin ortasına isabet etti ve üç eri yere serdi.;6
IX   Bonapart’ın komutasında yüz bin kişilik Fransız ordusunun kovaladığı, her gittiği yerde düşmanca duygular içindeki insanlarla karşılaşan, müttefiklerine artık güvenmeyen, yiyecek sıkıntısı çeken ve önceden tasarlanmış tüm savaş koşullarının dışındaydı.;1
Üstü kapalı uzun Alman arabalarının içinde, taşlık yolun üzerinde, sarsıla sarsıla, altışar altışar hatta daha da fazla sayıda, solgun, yüzleri gözleri sarılı, kirli yaralılar görülüyordu.;2
"Ama Prens Andrey’e döndüğü anda savunma bakanının yüzündeki o zeki, o kararlı ifade değişiverdi; böyle birden ifadesini değiştirmeye alışık olduğu anlaşılıyordu.";2
"Zayıf, yorgun, sarımtırak yüzü baştan başa kalın çizgilerle kaplıydı; bu çizgiler de tıpkı banyodan çıkan bir insanın parmak uçları gibi her zaman dikkatle, tertemiz yıkanmış hissini veriyordu.";2
"23 Görüyorsunuz ki zaferiniz pek de o kadar sevinç verici değil; bu yüzden burada bir kurtarıcı olarak karşılanamazdınız.";6
Belli ki acı çekiyor, nefesi tıkanıyor ama gene de o her zaman hareketsiz olan yüzünü geren çılgın gülüşünü bastıramıyordu.;2
XII   İmparator Franz, törende kendisine gösterilen yerde, Avusturyalı subayların arasında duran Prens Andrey’in yüzüne dikkatle bakarak uzun başını ona doğru salladı.;2
XIII   Bolkonski o gece savunma bakanına veda ederek orduya katılmak üzere yola çıktı, onu nerede bulacağını kendisi de bilmiyor, bu yüzden Krems yolunda giderken Fransızların eline düşmekten korkuyordu.;6
Yolun kenarlarında birbiri arkasından devrilmiş, derileri yüzülmüş ya da yüzülmemiş atlar, kırılmış arabalar, bu kırılmış arabaların başına oturmuş, ne bekledikleri bilinmeyen tek tek erler, kendi birliklerinden ayrılmış, kalabalık bir halde komşu köylere gitti.;5
Arabadaki doktor karısını savunması yüzünden dünyada en çok korktuğu şeyin, ridicule54 denilen şeyin başına gelmiş olduğunu anlıyordu ama içgüdüsü onu başka yöne sürüklüyordu.;6
Daha subay son sözleri bitirir bitirmez, Prens Andrey çılgınca, öfkeden çirkinleşmiş bir yüzle atını ona doğru sürdü, kamçısını kaldırdı:  — Bırak.;2
Fakat tam kapıyı açacağı sırada, içerideki sesler sustu, kapı kendiliğinden açıldı, eşikte yüzü şiş, kartal burunlu Kutuzov göründü.;2
"Başkomutanın arkasından Bagration çıktı; orta boylu, yüzü doğulu insanlar gibi sert ve hareketsiz, daha yaşlanmamış kupkuru bir adamdı.";2
Eğer Kutuzov Krems’te kalsaydı, Napolyon’un yüz elli bin kişilik ordusu onun bütün bağlantılarını kesecek, yorgunluktan bitmiş kırk bin kişilik ordusunu çevirecek, böylece Kutuzov da Mack’ın Ulm’daki durumuna düşmüş olacaktı.;1
Casusun bildirdiğine göre, Fransızlar Viyana’da köprüyü geçtikten sonra hızlı yürüyüşle Kutuzov’un geri çekilme hattı üzerinde, yüz verstten biraz daha ileride bulunan Znaym’e doğru ilerliyorlardı.;1
Her tarafta yüzleri kederli, üstü başı ıslanmış, sanki etrafta bir şeyler aranıyormuş gibi davranan subaylarla köyden kapılar, sıralar, çitler taşıyan erler görülüyordu.;2
Bölüklerden birinde yemek hazırdı, erler yüzlerinde bir açgözlülük ifadesiyle dumanı tüten kazanlara bakıyor, bölük emininin tahta bir çanak içinde barakasının önünde, bir kütüğün üzerinde oturan subaya götürdüğü yemeğin tadılıp kontrol edilmesini bekliyordu.;2
Daha talihli olan bir başka bölükte (talihliydi, çünkü votka, öyle herkeste yoktu) erler geniş omuzlu, yüzü çiçek bozuğu bir çavuşun etrafında duruyor, çavuş da küçük bir fıçıyı eğerek sırayla uzatılan matara kapaklarına votka dolduruyordu.;2
Erler yüzlerinde dinı heyecana benzeyen bir duyguyla mataraları ağızlarına götürüyor, dikiyor, ağızlarını çalkalıyor, kaputlarının kollarıyla dudaklarını silerek neşelenmiş yüzlerle çavuşun yanından uzaklaşıyorlardı.;2
Yüzleri öylesine sakindi ki sanki bütün bunlar birliğin en azından yarısını yere serecek bir işten önce düşmanın gözü önünde değil de vatanın herhangi bir yerinde, rahat bir molayı beklerken oluyordu.;2
Genç bir subay yüzünde şaşkınlık ve acıma ifadesiyle cezalandırılanın yanından uzaklaştı, oradan geçen yavere soran bir bakışla baktı.;2
"Aynı anda kulübeden, ağzının yan tarafına sıkıştırdığı çubuğuyla herkesten önce çıkan kısa boylu Tuşin göründü; iyi, zeki bir ifade taşıyan yüzü biraz solmuştu.";2
  Bu çeyrek saat önce lapa yiyen, votka için birliklerin arasından geçerken, her yerde aynı harekeden, silahlarını toplayarak sıraya giren erleri görüyor, bütün yüzlerde kendi içinde duyduğu heyecanın eşini fark ediyordu.;2
Prens Andrey, tedirginlik ve merakla bu hareketsiz yüze dikkatle bakıyor, şunu öğrenmek istiyordu: Acaba bu adam o anda bir şey düşünüyor, duyuyor muydu?;2
Dolgun yüzlü, şişman askerı müşavir, dudaklarında saf, sevinçli bir gülümsemeyle atının üzerinde sallanıp duruyor, çevresine bakınıyor, süvarilerin, Kazakların, yaverlerin arasında, sırtındaki sof kaputu ve nakliye erlerinin kullandıkları cinsten eyeriyle sürdü.;2
Askerı müşavir, sanki Jerkov’un alaylarına hedef olmaktan memnuniyet duymuş, hatta olduğundan daha da budala görünmek istiyormuş gibi bütün yüzünü aydınlatan saf ama aynı zamanda kurnaz bir gülümsemeyle:  — Eeh, yeter artık!;2
Yüzlerinde endişeli bir ifade ile Prens Bagration’a yaklaşan komutanlar sakinleşiyor, erlerle subaylar onu neşeyle karşılıyor, onun yanında bir kat daha canlanıyor, onun karşısında cesaret gösterisi yapıyorlardı.;2
Prensin yüzünden sıcak bir günde suya atlamaya hazırlanan ve atlamadan önce son hızını alan bir adamın tek bir amaca yönelmiş mutlu kararlılığı vardı.;2
"Sol kanatta yürüyenler arasında Bagration’a en yakın olan bölük komutanıydı; yuvarlak yüzlü, sağlam yapılıydı, yüzünde budalaca bir mutluluk ifadesi vardı.";2
"Şişman binbaşı, soluk soluğa, adımını şaşırarak yol üstündeki çalılığın etrafından dolaşıyordu; geride kalmış biri, düzeni bozduğu için yüzünde korkulu bir ifadeyle nefesi tıkana tıkana hızla koşarak bölüğe yetişiyordu.";2
"Solda yürüyen asık yüzlü bir er bağırırken gözlerini Bagration’a çevirmiş, Öyle olduğunu biz de biliyoruz, der gibi bakıyordu; bir başkası dikkati dağılır diye korkuyormuş gibi başını bile çevirmeden ağzını bir karış açmış bağıra bağıra geçiyordu.";2
"Fransızlar iyice yaklaşmışlardı; Bagration’la yan yana yürüyen Prens Andrey artık Fransızların tüfek kayışlarını, kırmızı apoletlerini, hatta yüzlerini bile belirgin olarak fark ediyordu (Getrli kıvrık bacaklarıyla, fundalıklara tutuna tutuna güç bela tepti.";2
"Bizden birkaç kişi düştü; bunlar arasında neşeli ve büyük bir çaba göstererek yürüyen yuvarlak yüzlü o neşeli subay da vardı.";2
Sol kanat birliklerine vardığında, ileriye doğru, ateş edilen yere gidecek yerde generalle komutanları bulunmaları imkansız yerde aramaya başladı, bu yüzden de emri bildiremedi.;6
"Sol kanadın en solundaki kuvvetlerin komutanlığı ise Rostov’un hizmet gördüğü Pavlograd alayının komutanı olan albaya verilmişti; bu yüzden arada bir anlaşmazlık oldu.";6
Alman süvari albayı, yanına yaklaşan yavere kıpkırmızı bir yüzle:  — Mademki rütbesi benim rütbemden büyük, bırak istediği gibi yapsın, diye söyleniyordu.;2
Alay komutanının eskiden erlere o kadar korkunç görünen sesine, ümitsizce bağırışlarına, müthiş bir öfke içinde kıpkırmızı olmuş büsbütün değişmiş yüzüne ve kılıcını sallamasına rağmen, erler durmaksızın koşuyor, kendi aralarında konuşuyor, havaya ateş ediyordu.;2
